,name,position,start_games,sub_games,mins,goals,assists,shot_per_game,offsides_per_game,total_shots,team,year_start,year_end,league,fouls_per_game,total_fouls,yellow_cards,red_cards,clean_sheets,points,xG,xA,mapped_position,number_of_positions,rating,rating_mls_formula
1000,Julian Weigl," D(C),DMC",16,2,1456,1,0,0.2,0,3.6,Borussia Dortmund,2018,2019,bundesliga,0.8,14.4,3,0,10,76,0.182737567,0.10659261,Defender Defensive Midfielder,2,6.71,9.733972004
1001,Jadon Sancho, AM(CLR),26,8,2464,12,14,1.2,0.1,40.8,Borussia Dortmund,2018,2019,bundesliga,0.1,3.4,2,0,10,76,7.42170563,8.309541982,Midfielder,3,7.52,9.559211625
1002,Lukasz Piszczek," D(CR),M(R)",20,0,1759,1,6,0.6,0,12,Borussia Dortmund,2018,2019,bundesliga,0.8,16,3,0,10,76,0.515924823,3.028060908,Defender Midfielder,3,7.41,7.859210898
1003,Manuel Akanji, D(CR),25,0,2206,1,0,0.3,0,7.5,Borussia Dortmund,2018,2019,bundesliga,0.5,12.5,1,0,10,76,0.376391202,0.617914198,Defender,2,6.79,7.273478518
1004,Paco Alcácer," AM(R),FW",11,15,1205,18,0,2,0.3,52,Borussia Dortmund,2018,2019,bundesliga,0.2,5.2,0,0,10,76,10.24374015,1.606299602,Midfielder Forward,2,6.93,6.909432672
1005,Achraf Hakimi," D(LR),M(R)",19,2,1740,2,4,1,0,21,Borussia Dortmund,2018,2019,bundesliga,0.7,14.7,4,0,10,76,1.685501209,2.961213445,Defender Midfielder,3,7.11,6.274868282
1006,Axel Witsel," D(C),M(C)",32,1,2873,4,1,1.1,0,36.3,Borussia Dortmund,2018,2019,bundesliga,0.8,26.4,2,0,10,76,2.878090311,2.029336097,Defender Midfielder,2,7.11,6.180119095
1007,Marius Wolf," D(R),M(CLR)",10,6,831,1,0,0.4,0.1,6.4,Borussia Dortmund,2018,2019,bundesliga,0.8,12.8,1,1,10,76,0.299724968,1.597983692,Defender Midfielder,4,6.48,5.982791064
1008,Marcel Schmelzer," D(CL),M(L)",7,3,566,0,1,0.4,0.1,4,Borussia Dortmund,2018,2019,bundesliga,0.4,4,1,0,10,76,0.178952355,0.357087957,Defender Midfielder,3,6.65,5.578161149
1009,Mario Götze," M(CLR),FW",19,7,1680,7,7,1.1,0.5,28.6,Borussia Dortmund,2018,2019,bundesliga,0.8,20.8,0,0,10,76,4.838532062,6.643355727,Midfielder Forward,4,7,5.561960798
1010,Thomas Delaney, DMC,27,3,2290,3,5,1.1,0.1,33,Borussia Dortmund,2018,2019,bundesliga,1.5,45,7,0,10,76,2.760892035,2.896420937,Defensive Midfielder,1,7.13,5.511876883
1011,Maximilian Philipp," AM(CLR),FW",9,9,761,1,1,0.7,0.3,12.6,Borussia Dortmund,2018,2019,bundesliga,0.6,10.8,0,0,10,76,0.892865016,0.172055278,Midfielder Forward,4,6.4,5.257287242
1012,Dan-Axel Zagadou, D(CL),15,2,1267,2,0,0.6,0,10.2,Borussia Dortmund,2018,2019,bundesliga,0.8,13.6,4,0,10,76,1.357516645,0.041856775,Defender,2,6.92,5.148572534
1013,Marco Reus," M(CLR),FW",27,0,2322,17,8,2.6,0.6,70.2,Borussia Dortmund,2018,2019,bundesliga,1.3,35.1,3,1,10,76,16.63949491,6.939870926,Midfielder Forward,4,7.39,5.051952648
1014,Abdou Diallo, D(CL),27,1,2381,1,1,0.4,0,11.2,Borussia Dortmund,2018,2019,bundesliga,0.8,22.4,1,1,10,76,2.793935457,0.775044248,Defender,2,6.88,4.81984487
1015,Jacob Bruun Larsen, AM(CL),16,8,1271,2,2,1.1,0.2,26.4,Borussia Dortmund,2018,2019,bundesliga,0.1,2.4,0,0,10,76,3.269546516,3.163939003,Midfielder,2,6.59,4.128278684
1016,Roman Bürki, GK,32,0,2880,0,0,0,0,0,Borussia Dortmund,2018,2019,bundesliga,0,0,1,0,10,76,0,0,Goalkeeper,1,6.62,4.092708333
1017,Christian Pulisic," M(CLR),FW",9,11,924,4,4,1.4,0.4,28,Borussia Dortmund,2018,2019,bundesliga,0.5,10,2,0,10,76,5.157792341,2.969002804,Midfielder Forward,4,6.86,4.055851694
1018,Marwin Hitz, GK,2,0,180,0,0,0,0,0,Borussia Dortmund,2018,2019,bundesliga,0.5,1,1,0,10,76,0,0,Goalkeeper,1,5.46,3.472222222
1019,Shinji Kagawa, M(CL),1,1,98,0,0,2,0,4,Borussia Dortmund,2018,2019,bundesliga,0.5,1,0,0,10,76,0.467986524,0,Midfielder,2,6.22,3.025680272
1020,Mahmoud Dahoud, M(C),7,7,695,1,0,0.8,0,11.2,Borussia Dortmund,2018,2019,bundesliga,0.9,12.6,2,0,10,76,1.313312175,0.896117441,Midfielder,1,6.57,2.37599223
1021,Ömer Toprak, D(C),1,8,233,0,0,0.1,0,0.9,Borussia Dortmund,2018,2019,bundesliga,0.2,1.8,0,0,10,76,0.063653231,0,Defender,1,6.14,1.562116039
1022,Marcel Schmelzer," D(CL),M(L)",0,7,61,1,1,0.3,0,2.1,Borussia Dortmund,2019,2020,bundesliga,0.1,0.7,0,0,15,69,0.660701171,0.190807194,Defender Midfielder,3,6.38,11.32737965
1023,Dan-Axel Zagadou, D(CL),10,5,980,1,1,0.3,0,4.5,Borussia Dortmund,2019,2020,bundesliga,0.4,6,1,0,15,69,0.198049625,0.680609129,Defender,2,6.98,10.32621383
1024,Erling Haaland, FW,11,4,1063,13,2,2.3,0.2,34.5,Borussia Dortmund,2019,2020,bundesliga,0.7,10.5,0,0,15,69,8.889345575,1.526474833,Forward,1,7.45,9.500527966
1025,Achraf Hakimi," D(LR),M(R)",29,4,2717,5,10,1.2,0.1,39.6,Borussia Dortmund,2019,2020,bundesliga,0.7,23.1,5,0,15,69,5.067438538,5.510968087,Defender Midfielder,3,7.32,8.227447652
1026,Lukasz Piszczek," D(CR),M(R)",25,4,2111,1,3,0.2,0,5.8,Borussia Dortmund,2019,2020,bundesliga,0.6,17.4,3,0,15,69,0.342286933,2.298257213,Defender Midfielder,3,6.83,8.186142898
1027,Julian Weigl," D(C),DMC",12,1,1021,1,0,0.7,0,9.1,Borussia Dortmund,2019,2020,bundesliga,0.6,7.8,4,0,15,69,0.233216559,0.351400618,Defender Defensive Midfielder,2,6.71,7.847345329
1028,Jadon Sancho, AM(CLR),25,7,2292,17,16,1.6,0.3,51.2,Borussia Dortmund,2019,2020,bundesliga,0.3,9.6,2,0,15,69,10.75235651,11.4675841,Midfielder,3,7.64,7.712498194
1029,Axel Witsel," D(C),M(C)",25,3,2245,4,5,1.1,0.1,30.8,Borussia Dortmund,2019,2020,bundesliga,1.4,39.2,4,0,15,69,2.623824266,3.9828136,Defender Midfielder,2,6.98,7.172966536
1030,Marco Reus," M(CLR),FW",18,1,1502,11,5,2.5,0.4,47.5,Borussia Dortmund,2019,2020,bundesliga,0.9,17.1,1,0,15,69,9.104646295,3.133824376,Midfielder Forward,4,7.5,6.846654214
1031,Nico Schulz," D(L),M(L)",7,4,593,1,0,0.5,0.4,5.5,Borussia Dortmund,2019,2020,bundesliga,1.1,12.1,0,0,15,69,0.36965096,0.100261728,Defender Midfielder,2,6.5,6.058104863
1032,Manuel Akanji, D(CR),25,4,2309,0,1,0.3,0,8.7,Borussia Dortmund,2019,2020,bundesliga,0.4,11.6,2,0,15,69,0.805201794,0.468336172,Defender,2,6.66,5.961949508
1033,Mateu Morey," D(R),M(R)",2,3,195,0,1,0.4,0,2,Borussia Dortmund,2019,2020,bundesliga,0.6,3,0,0,15,69,0.520063281,0.295376062,Defender Midfielder,2,6.52,5.801924952
1034,Julian Brandt," M(CLR),FW",25,8,2210,3,7,1,0.1,33,Borussia Dortmund,2019,2020,bundesliga,0.4,13.2,0,0,15,69,3.649040647,5.632640138,Midfielder Forward,4,7.04,5.61803806
1035,Paco Alcácer," AM(R),FW",6,5,530,5,1,1.5,0.6,16.5,Borussia Dortmund,2019,2020,bundesliga,0.2,2.2,0,0,15,69,4.21594807,0.942258596,Midfielder Forward,2,6.65,5.24805606
1036,Thorgan Hazard," M(CLR),FW",28,5,2393,7,13,1.5,0.4,49.5,Borussia Dortmund,2019,2020,bundesliga,1.1,36.3,3,0,15,69,5.939615123,7.814632062,Midfielder Forward,4,7.21,5.128461809
1037,Emre Can," D(CLR),DMC",10,2,958,2,0,1.3,0,15.6,Borussia Dortmund,2019,2020,bundesliga,1.2,14.4,5,0,15,69,1.136731192,0.303821221,Defender Defensive Midfielder,4,7.14,4.978854179
1038,Mario Götze," M(CLR),FW",5,10,516,3,0,0.5,0.3,7.5,Borussia Dortmund,2019,2020,bundesliga,0.3,4.5,0,0,15,69,2.171623163,1.471408345,Midfielder Forward,4,6.43,4.751909745
1039,Mats Hummels, D(C),31,0,2586,1,3,0.7,0.1,21.7,Borussia Dortmund,2019,2020,bundesliga,0.9,27.9,6,1,15,69,1.485993899,2.114341618,Defender,1,7.11,4.357411319
1040,Roman Bürki, GK,31,0,2771,0,0,0,0,0,Borussia Dortmund,2019,2020,bundesliga,0,0,0,0,15,69,0,0,Goalkeeper,1,6.42,4.138489657
1041,Tobias Raschl, DMC,0,1,25,0,0,0,0,0,Borussia Dortmund,2019,2020,bundesliga,1,1,0,0,15,69,0,0,Defensive Midfielder,1,5.95,3.931111111
1042,Marwin Hitz, GK,3,1,289,0,0,0,0,0,Borussia Dortmund,2019,2020,bundesliga,0,0,0,0,15,69,0,0,Goalkeeper,1,6.68,2.871655133
1043,Mahmoud Dahoud, M(C),6,6,558,0,1,1,0,12,Borussia Dortmund,2019,2020,bundesliga,1,12,1,0,15,69,0.931155775,0.866326775,Midfielder,1,6.57,2.055196391
1044,Thomas Delaney, DMC,11,0,836,0,0,0.3,0.1,3.3,Borussia Dortmund,2019,2020,bundesliga,1.8,19.8,4,0,15,69,0.511503004,0.016114717,Defensive Midfielder,1,6.98,1.904172249
1045,Giovanni Reyna, AM(CLR),2,13,345,0,1,0.3,0,4.5,Borussia Dortmund,2019,2020,bundesliga,0.3,4.5,2,0,15,69,0.225769483,0.97679642,Midfielder,3,6.32,1.844838548
1046,Leonardo Balerdi, D(C),1,6,128,0,0,0,0,0,Borussia Dortmund,2019,2020,bundesliga,0.1,0.7,1,0,15,69,0,0,Defender,1,6.07,1.564739087
1047,Thomas Delaney, DMC,14,6,1290,1,1,0.4,0.1,8,Borussia Dortmund,2020,2021,bundesliga,1.8,36,6,0,11,64,0.472968049,0.203086911,Defensive Midfielder,1,6.7,8.717687822
1048,Ansgar Knauff, M(R),0,4,68,1,1,0.5,0,2,Borussia Dortmund,2020,2021,bundesliga,0.8,3.2,0,0,11,64,0.108739756,0.964925308,Midfielder,1,6.77,8.369544947
1049,Erling Haaland, FW,27,1,2410,27,6,3.3,0.6,92.4,Borussia Dortmund,2020,2021,bundesliga,0.7,19.6,2,0,11,64,23.59848211,4.035449907,Forward,1,7.63,7.196837859
1050,Felix Passlack," D(LR),M(CR)",3,4,359,1,0,0.7,0.1,4.9,Borussia Dortmund,2020,2021,bundesliga,0.6,4.2,0,0,11,64,0.510327864,0.240143161,Defender Midfielder,4,6.58,6.678437899
1051,Jadon Sancho, AM(CLR),24,2,2069,8,11,2,0.3,52,Borussia Dortmund,2020,2021,bundesliga,0,0,0,0,11,64,6.754477756,8.243660556,Midfielder,3,7.54,6.624676667
1052,Thomas Meunier," D(R),M(R)",17,4,1474,1,1,0.6,0.1,12.6,Borussia Dortmund,2020,2021,bundesliga,0.8,16.8,3,0,11,64,0.67794512,1.670481858,Defender Midfielder,2,6.65,5.793061962
1053,Giovanni Reyna, AM(CLR),23,9,1984,4,5,1.2,0.1,38.4,Borussia Dortmund,2020,2021,bundesliga,0.8,25.6,1,0,11,64,4.295168182,4.956997659,Midfielder,3,6.81,5.399957724
1054,Marco Reus," M(CLR),FW",27,5,2295,8,6,1.8,0.3,57.6,Borussia Dortmund,2020,2021,bundesliga,0.8,25.6,1,0,11,64,11.01892731,7.847993072,Midfielder Forward,4,7.1,5.359738225
1055,Mats Hummels, D(C),32,1,2817,5,0,0.9,0.2,29.7,Borussia Dortmund,2020,2021,bundesliga,0.8,26.4,6,0,11,64,5.321491051,0.697302733,Defender,1,7.26,5.228912675
1056,Mateu Morey," D(R),M(R)",10,3,834,0,2,0.2,0.1,2.6,Borussia Dortmund,2020,2021,bundesliga,0.9,11.7,1,0,11,64,0.091445361,0.905336436,Defender Midfielder,2,6.48,5.065143796
1057,Julian Brandt," M(CLR),FW",17,14,1494,3,2,0.7,0.1,21.7,Borussia Dortmund,2020,2021,bundesliga,0.2,6.2,0,0,11,64,2.84108552,2.49909733,Midfielder Forward,4,6.58,5.015311472
1058,Reinier, AM(C),1,13,245,1,1,0.2,0.1,2.8,Borussia Dortmund,2020,2021,bundesliga,0.2,2.8,0,0,11,64,0.634541094,0.315007804,Midfielder,1,6.25,4.884771723
1059,Manuel Akanji, D(CR),26,2,2350,2,0,0.7,0,19.6,Borussia Dortmund,2020,2021,bundesliga,0.8,22.4,4,0,11,64,1.976339182,0.207922595,Defender,2,6.86,4.851788611
1060,Emre Can," D(CLR),DMC",23,5,2134,1,4,0.6,0,16.8,Borussia Dortmund,2020,2021,bundesliga,1.3,36.4,5,0,11,64,1.231722797,2.974673914,Defender Defensive Midfielder,4,7.06,4.758634914
1061,Thorgan Hazard," M(CLR),FW",8,8,653,1,3,0.6,0.4,9.6,Borussia Dortmund,2020,2021,bundesliga,0.4,6.4,0,0,11,64,0.852310365,3.28917513,Midfielder Forward,4,6.55,3.692952342
1062,Roman Bürki, GK,18,1,1665,0,0,0,0,0,Borussia Dortmund,2020,2021,bundesliga,0,0,0,0,11,64,0,0,Goalkeeper,1,6.52,3.662193773
1063,Marwin Hitz, GK,16,0,1396,0,0,0,0,0,Borussia Dortmund,2020,2021,bundesliga,0,0,1,0,11,64,0,0,Goalkeeper,1,6.52,3.489947469
1064,Mahmoud Dahoud, M(C),15,6,1264,1,1,0.8,0,16.8,Borussia Dortmund,2020,2021,bundesliga,1.3,27.3,3,0,11,64,0.551501144,1.290791081,Midfielder,1,6.77,3.102722338
1065,Youssoufa Moukoko, Forward,2,12,416,3,0,1.4,0.3,19.6,Borussia Dortmund,2020,2021,bundesliga,0.6,8.4,0,0,11,64,2.253476724,0.738839999,Forward,1,6.44,2.931410628
1066,Axel Witsel," D(C),M(C)",13,2,1130,0,0,0.8,0,12,Borussia Dortmund,2020,2021,bundesliga,1.1,16.5,4,0,11,64,0.513551246,0.366133951,Defender Midfielder,2,6.74,2.813677483
1067,Lukasz Piszczek," D(CR),M(R)",5,6,451,0,0,0.1,0,1.1,Borussia Dortmund,2020,2021,bundesliga,0.1,1.1,0,0,11,64,0.033909895,0.187969327,Defender Midfielder,3,6.45,2.392307958
1068,Nico Schulz," D(L),M(L)",6,7,603,0,0,0.2,0,2.6,Borussia Dortmund,2020,2021,bundesliga,0.6,7.8,1,0,11,64,0.047112923,0.410768542,Defender Midfielder,2,6.18,2.340661309
1069,Dan-Axel Zagadou, D(CL),3,6,275,0,0,0.1,0,0.9,Borussia Dortmund,2020,2021,bundesliga,0,0,0,0,11,64,0.047503583,0.020620102,Defender,2,6.31,2.145791246
1070,Steffen Tigges, Forward,0,6,51,0,0,0.7,0,4.2,Borussia Dortmund,2020,2021,bundesliga,0.7,4.2,0,0,11,64,0.290438672,0.024525464,Forward,1,6.15,1.858509804
1071,Jude Bellingham, M(CLR),19,10,1705,1,3,1.1,0,31.9,Borussia Dortmund,2020,2021,bundesliga,1.4,40.6,4,1,11,64,2.565567322,3.540682001,Midfielder,3,6.71,1.441073191
1072,Kyriakos Papadopoulos, D(C),9,5,829,2,1,1.2,0,16.8,Bayer Leverkusen,2014,2015,bundesliga,1.6,22.4,5,0,14,61,1.786045711,0.140603762,Defender,1,7.37,9.829328307
1073,Tin Jedvaj, D(CLR),18,4,1663,2,1,0.7,0,15.4,Bayer Leverkusen,2014,2015,bundesliga,1,22,6,1,14,61,1.172773018,0.203161586,Defender,3,6.97,8.744596049
1074,Robbie Kruse," AM(CLR),FW",0,4,47,0,1,0.3,0,1.2,Bayer Leverkusen,2014,2015,bundesliga,0.3,1.2,0,0,14,61,0.092003942,0.072127908,Midfielder Forward,4,6.23,7.209213974
1075,Gonzalo Castro," D(L),M(CR)",19,3,1784,2,7,1.4,0.1,30.8,Bayer Leverkusen,2014,2015,bundesliga,0.8,17.6,4,0,14,61,3.10178382,4.472297079,Defender Midfielder,3,7.21,6.60697939
1076,Son Heung-Min," M(CLR),FW",28,2,2292,11,2,2.1,0.4,63,Bayer Leverkusen,2014,2015,bundesliga,1.1,33,4,0,14,61,5.336322077,2.734232461,Midfielder Forward,4,7.14,5.83761344
1077,Josip Drmic," AM(LR),FW",5,20,794,6,1,0.8,0.2,20,Bayer Leverkusen,2014,2015,bundesliga,0.6,15,1,0,14,61,3.745550673,0.607014817,Midfielder Forward,3,6.41,5.251489594
1078,Julian Brandt," M(CLR),FW",10,15,1112,4,2,0.8,0.3,20,Bayer Leverkusen,2014,2015,bundesliga,0.4,10,0,0,14,61,2.015580028,2.457824171,Midfielder Forward,4,6.71,4.874267017
1079,Lars Bender," D(CR),M(CR)",25,1,2028,1,3,0.8,0,20.8,Bayer Leverkusen,2014,2015,bundesliga,1.4,36.4,5,0,14,61,1.439266771,2.175252226,Defender Midfielder,4,7.43,4.68006435
1080,Bernd Leno, GK,34,0,3060,0,0,0,0,0,Bayer Leverkusen,2014,2015,bundesliga,0.1,3.4,1,0,14,61,0,0,Goalkeeper,1,6.66,4.145385621
1081,Karim Bellarabi," M(CLR),FW",32,1,2725,12,6,3.2,0.9,105.6,Bayer Leverkusen,2014,2015,bundesliga,1.9,62.7,5,0,14,61,10.10817037,4.981079137,Midfielder Forward,4,7.64,3.693270229
1082,Roberto Hilbert," D(R),M(R)",21,2,1792,0,5,0.3,0,6.9,Bayer Leverkusen,2014,2015,bundesliga,2,46,6,0,14,61,0.334482525,2.226735003,Defender Midfielder,2,7.4,3.54709261
1083,Sebastian Boenisch, D(CL),9,3,869,0,1,1.3,0.2,15.6,Bayer Leverkusen,2014,2015,bundesliga,1.3,15.6,2,0,14,61,0.604664651,1.436641322,Defender,2,6.97,3.452615848
1084,Simon Rolfes, M(C),13,11,1231,1,1,0.5,0,12,Bayer Leverkusen,2014,2015,bundesliga,1,24,4,0,14,61,0.459851064,1.434445863,Midfielder,1,6.97,3.076181733
1085,Ömer Toprak, D(C),27,2,2497,1,0,0.3,0.1,8.7,Bayer Leverkusen,2014,2015,bundesliga,1.9,55.1,10,0,14,61,0.613630466,1.230259014,Defender,1,7.41,2.926635559
1086,Stefan Kießling, FW,31,3,2577,9,4,1.6,1,54.4,Bayer Leverkusen,2014,2015,bundesliga,2.4,81.6,4,0,14,61,10.35931376,2.711008052,Forward,1,7.39,2.894052102
1087,Stefan Reinartz, M(C),9,8,971,1,0,0.9,0,15.3,Bayer Leverkusen,2014,2015,bundesliga,0.8,13.6,2,0,14,61,0.84258633,0.934832761,Midfielder,1,6.81,2.774440888
1088,Wendell," D(CL),M(L)",25,1,2251,1,1,0.7,0,18.2,Bayer Leverkusen,2014,2015,bundesliga,2.5,65,8,0,14,61,0.82911014,1.333063303,Defender Midfielder,3,7.42,2.075921522
1089,Vladlen Yurchenko, M(C),0,3,56,0,0,0.7,0,2.1,Bayer Leverkusen,2014,2015,bundesliga,0.7,2.1,0,0,14,61,0.075343408,0.05091371,Midfielder,1,6.1,1.928079365
1090,Giulio Donati," D(LR),M(R)",4,4,404,0,0,0.4,0,3.2,Bayer Leverkusen,2014,2015,bundesliga,0.9,7.2,1,1,14,61,0.048313811,0.265574304,Defender Midfielder,3,6.34,1.396924092
1091,Emir Spahic, D(C),22,0,1875,1,0,0.5,0,11,Bayer Leverkusen,2014,2015,bundesliga,1.9,41.8,5,2,14,61,0.712716339,0.3122099,Defender,1,7.38,1.15039992
1092,Benjamin Henrichs," D(LR),DMC,M(LR)",5,4,538,0,1,0,0,0,Bayer Leverkusen,2015,2016,bundesliga,0.9,8.1,1,0,12,60,0,0.132207345,Defender Defensive Midfielder Midfielder,5,7.12,10.2232173
1093,Sebastian Boenisch, D(CL),7,1,548,1,0,1,0.1,8,Bayer Leverkusen,2015,2016,bundesliga,1.1,8.8,1,1,12,60,0.291839967,0.168426178,Defender,2,7.06,7.033808787
1094,Julian Brandt," M(CLR),FW",18,11,1626,9,3,1,0.2,29,Bayer Leverkusen,2015,2016,bundesliga,0.4,11.6,0,0,12,60,4.708301013,3.70785065,Midfielder Forward,4,6.84,6.827834625
1095,Lars Bender," D(CR),M(CR)",11,0,887,1,1,1,0.2,11,Bayer Leverkusen,2015,2016,bundesliga,2,22,3,0,12,60,1.181182555,0.811438553,Defender Midfielder,4,7.54,5.291460349
1096,Chicharito, FW,25,3,2174,17,2,2.3,1.3,64.4,Bayer Leverkusen,2015,2016,bundesliga,0.9,25.2,6,0,12,60,12.39235689,4.098664615,Forward,1,7.1,4.689848839
1097,Charles Aránguiz, M(C),5,2,469,2,1,1.7,0,11.9,Bayer Leverkusen,2015,2016,bundesliga,1.9,13.3,1,0,12,60,1.849719197,0.276708826,Midfielder,1,6.9,4.383676073
1098,Bernd Leno, GK,33,0,2970,0,0,0,0,0,Bayer Leverkusen,2015,2016,bundesliga,0,0,0,0,12,60,0,0,Goalkeeper,1,6.73,4.22020202
1099,Ömer Toprak, D(C),17,2,1412,1,0,0.6,0.1,11.4,Bayer Leverkusen,2015,2016,bundesliga,1.1,20.9,2,0,12,60,1.330451774,0.19370857,Defender,1,7.09,4.066198116
1100,Vladlen Yurchenko, M(C),3,4,292,1,0,0.7,0,4.9,Bayer Leverkusen,2015,2016,bundesliga,1.3,9.1,2,0,12,60,0.255588441,0.470294587,Midfielder,1,6.74,4.03978314
1101,Roberto Hilbert," D(R),M(R)",9,3,766,0,1,0.3,0,3.6,Bayer Leverkusen,2015,2016,bundesliga,1,12,1,0,12,60,0.348423243,0.998856038,Defender Midfielder,2,6.71,3.781577532
1102,Son Heung-Min," M(CLR),FW",1,0,64,0,0,2,0,2,Bayer Leverkusen,2015,2016,bundesliga,1,1,0,0,12,60,0.416156709,0,Midfielder Forward,4,6.19,3.6578125
1103,Admir Mehmedi," M(CLR),FW",14,14,1330,2,5,1,0.3,28,Bayer Leverkusen,2015,2016,bundesliga,1,28,2,0,12,60,2.332381453,3.114015354,Midfielder Forward,4,6.67,3.467093826
1104,Jonathan Tah, D(C),29,0,2566,0,0,0.5,0,14.5,Bayer Leverkusen,2015,2016,bundesliga,0.8,23.2,2,0,12,60,0.713073167,0.711986736,Defender,1,7.19,3.427965514
1105,Stefan Kießling, FW,19,11,1885,5,3,1.4,0.5,42,Bayer Leverkusen,2015,2016,bundesliga,1.5,45,1,0,12,60,9.003714152,2.745600824,Forward,1,7.17,3.422662934
1106,Dario Kresic, Goalkeeper,1,0,47,0,0,0,0,0,Bayer Leverkusen,2015,2016,bundesliga,0,0,0,0,12,60,0,0,Goalkeeper,1,6.12,3.068085106
1107,David Yelldell, Goalkeeper,0,1,43,0,0,0,0,0,Bayer Leverkusen,2015,2016,bundesliga,0,0,0,0,12,60,0,0,Goalkeeper,1,6.36,3.037984496
1108,Karim Bellarabi," M(CLR),FW",31,2,2607,6,11,2.2,0.9,72.6,Bayer Leverkusen,2015,2016,bundesliga,2,66,5,0,12,60,7.056456506,7.807480678,Midfielder Forward,4,7.2,2.923526563
1109,Christoph Kramer, DMC,28,0,2400,0,1,0.3,0.1,8.4,Bayer Leverkusen,2015,2016,bundesliga,1.5,42,3,0,12,60,0.514533005,1.810108734,Defensive Midfielder,1,7.03,2.772095857
1110,André Ramalho," D(C),DMC",11,8,1122,0,0,0.4,0.1,7.6,Bayer Leverkusen,2015,2016,bundesliga,0.8,15.2,5,0,12,60,0.907868119,0.012760139,Defender Defensive Midfielder,2,6.6,2.266291522
1111,Marlon Frey, DMC,2,7,243,0,0,1,0,9,Bayer Leverkusen,2015,2016,bundesliga,0.6,5.4,1,0,12,60,0.349354751,0.05145897,Defensive Midfielder,1,6.34,1.370798354
1112,Tin Jedvaj, D(CLR),11,4,956,0,0,0.2,0,3,Bayer Leverkusen,2015,2016,bundesliga,1,15,5,1,12,60,0.048451341,0.206119342,Defender,3,6.53,1.355476523
1113,Kyriakos Papadopoulos, D(C),10,6,935,0,0,0.8,0,12.8,Bayer Leverkusen,2015,2016,bundesliga,0.9,14.4,4,1,12,60,1.289744226,0.088590372,Defender,1,6.8,0.806084225
1114,Wendell," D(CL),M(L)",26,2,2407,0,0,0.7,0,19.6,Bayer Leverkusen,2015,2016,bundesliga,2,56,9,1,12,60,0.764192145,1.761575452,Defender Midfielder,3,6.94,-0.031278645
1115,Jonathan Tah, D(C),16,3,1637,1,1,0.5,0,9.5,Bayer Leverkusen,2016,2017,bundesliga,0.8,15.2,1,0,4,41,0.927995834,0.887223691,Defender,1,6.92,5.720736711
1116,Julian Brandt," M(CLR),FW",25,7,2306,3,8,1.4,0.1,44.8,Bayer Leverkusen,2016,2017,bundesliga,0.4,12.8,0,0,4,41,4.290309748,7.61670821,Midfielder Forward,4,6.95,5.595525888
1117,Aleksandar Dragovic, D(CR),15,4,1258,0,1,0.3,0.1,5.7,Bayer Leverkusen,2016,2017,bundesliga,0.8,15.2,1,0,4,41,0.37613816,0.481818438,Defender,2,6.6,5.080787381
1118,Stefan Kießling, FW,6,14,749,4,1,1.2,0.1,24,Bayer Leverkusen,2016,2017,bundesliga,0.8,16,0,0,4,41,5.209767416,0.74546125,Forward,1,6.62,4.929843903
1119,Benjamin Henrichs," D(LR),DMC,M(LR)",27,2,2427,0,2,0.2,0,5.8,Bayer Leverkusen,2016,2017,bundesliga,1,29,1,0,4,41,0.183275888,1.511688231,Defender Defensive Midfielder Midfielder,5,7.06,4.893080342
1120,Danny da Costa," D(R),M(R)",1,2,110,0,1,0,0,0,Bayer Leverkusen,2016,2017,bundesliga,0,0,0,0,4,41,0,0.424088329,Defender Midfielder,2,6.62,4.740827623
1121,Chicharito, FW,20,6,1815,11,3,2,0.9,52,Bayer Leverkusen,2016,2017,bundesliga,1.2,31.2,1,0,4,41,11.77248817,2.652331514,Forward,1,6.89,4.602531493
1122,Wendell," D(CL),M(L)",27,5,2529,2,2,0.6,0,19.2,Bayer Leverkusen,2016,2017,bundesliga,1.4,44.8,8,1,4,41,0.9890987,2.023589448,Defender Midfielder,3,7.01,4.32631899
1123,Bernd Leno, GK,34,0,3060,0,0,0,0,0,Bayer Leverkusen,2016,2017,bundesliga,0,0,0,0,4,41,0,0.098444626,Goalkeeper,1,6.58,4.246732026
1124,Kevin Kampl, M(CLR),28,2,2539,1,2,1.1,0.1,33,Bayer Leverkusen,2016,2017,bundesliga,1.1,33,4,0,4,41,1.764413942,3.167140812,Midfielder,3,6.94,4.246587665
1125,Admir Mehmedi," M(CLR),FW",16,6,1264,3,0,0.7,0.7,15.4,Bayer Leverkusen,2016,2017,bundesliga,1.3,28.6,1,0,4,41,2.258704889,0.646670152,Midfielder Forward,4,6.52,3.849413179
1126,Kai Havertz," M(CR),FW",15,9,1451,4,5,1.3,0,31.2,Bayer Leverkusen,2016,2017,bundesliga,1.4,33.6,2,0,4,41,3.123258406,3.212466272,Midfielder Forward,3,6.96,3.725309335
1127,Karim Bellarabi," M(CLR),FW",14,2,1119,2,6,2.2,0.7,35.2,Bayer Leverkusen,2016,2017,bundesliga,1.7,27.2,4,0,4,41,2.657667362,3.247318765,Midfielder Forward,4,6.93,3.591935545
1128,Tin Jedvaj, D(CLR),16,2,1423,1,0,0.6,0.2,10.8,Bayer Leverkusen,2016,2017,bundesliga,1.1,19.8,2,1,4,41,1.315071048,0.12116991,Defender,3,6.72,3.472604339
